,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-class
16325,32,2,299635,8,11,2,2,0,4,0,0,0,45,0,0
16326,50,2,171225,9,13,2,3,0,1,0,0,0,40,11,1
16327,51,2,33304,11,9,2,2,0,4,0,0,0,40,0,0
16329,20,2,243878,15,10,4,2,3,4,0,0,0,40,0,0
16330,38,1,181721,9,13,2,3,0,2,0,0,0,40,0,0
16331,44,0,201435,8,11,2,2,0,2,0,0,0,40,0,1
16332,28,2,334032,8,11,4,11,1,4,0,0,0,50,0,0
16333,50,2,220019,12,14,2,9,5,4,1,0,0,40,0,0
16334,53,2,71772,10,16,0,9,1,4,0,0,0,50,0,0
16335,42,4,27661,9,13,2,11,0,4,0,0,0,45,0,0
16336,47,2,191411,12,14,2,9,0,1,0,0,0,45,3,0
16337,39,2,123945,11,9,2,0,5,4,1,0,0,40,0,1
16338,38,4,37778,11,9,4,4,1,4,0,0,0,60,0,0
16339,34,5,171216,9,13,4,9,3,4,0,0,0,50,0,0
16340,40,2,93955,15,10,2,9,5,4,1,0,0,40,0,0
16341,63,2,163809,15,10,6,11,1,4,1,0,0,20,0,0
16342,53,2,346754,15,10,2,3,5,4,1,0,0,40,0,1
16343,43,2,188436,8,11,0,9,1,4,0,0,0,48,0,0
16344,28,2,72443,15,10,4,3,1,4,0,0,1669,60,0,0
16345,68,2,186350,11,9,6,3,1,4,1,0,0,10,0,1
16347,46,5,394860,9,13,2,9,0,4,0,0,0,38,0,0
16348,57,2,262642,11,9,4,0,2,4,1,0,0,40,0,0
16349,38,2,125550,11,9,0,0,1,4,1,0,0,35,0,0
16350,66,2,192504,12,14,2,11,0,4,0,0,0,40,0,0
16351,29,2,131310,7,12,4,11,3,4,1,0,0,40,0,0
16352,54,2,249322,9,13,2,11,0,4,0,7688,0,50,0,1
16353,38,2,172755,11,9,4,9,1,4,0,0,0,40,0,0
16354,35,2,209993,1,7,5,8,4,4,1,0,0,8,4,0
16355,30,2,166961,9,13,4,9,3,4,1,0,0,37,0,0
16356,39,2,315291,11,9,4,0,4,2,1,0,0,40,0,0
16357,31,2,284703,12,14,4,9,1,2,0,0,0,40,0,0
16358,50,2,166565,11,9,2,6,0,4,0,0,0,50,0,0
16359,30,4,173854,11,9,2,2,0,4,0,0,0,60,0,0
16360,25,2,189219,9,13,4,11,3,4,1,0,0,40,0,0
16361,24,2,210781,9,13,4,8,1,4,1,0,0,40,23,0
16362,59,1,171328,11,9,5,10,2,2,1,0,2339,40,0,0
16363,45,2,199832,9,13,2,0,0,4,0,0,0,15,0,0
16364,64,2,251292,4,3,5,7,2,4,1,0,0,20,1,0
16365,61,2,122246,2,8,2,7,5,4,1,0,0,40,0,0
16366,42,2,190767,8,11,0,12,4,4,1,0,0,40,0,0
16367,28,2,278736,4,3,2,6,0,4,0,0,0,40,4,0
16368,53,2,124963,11,9,0,5,1,4,0,0,0,40,0,0
16369,33,4,167476,1,7,0,5,1,4,0,0,0,7,0,0
16370,34,1,246104,12,14,2,9,0,2,0,0,0,40,0,0
16371,41,2,171615,15,10,2,7,0,4,0,0,0,48,0,0
16372,67,2,264095,15,10,2,5,0,4,0,9386,0,24,1,1
16373,46,2,177114,7,12,6,9,4,4,1,0,0,27,0,0
16374,32,2,146154,11,9,2,11,5,4,1,0,0,40,0,0
16375,41,2,198196,11,9,2,13,0,4,0,0,0,40,0,0
16376,30,2,79712,9,13,2,9,0,3,0,0,0,40,0,0
16377,54,4,154785,9,13,0,3,1,4,0,0,0,50,0,0
16378,33,2,182423,11,9,0,7,4,2,0,0,0,40,0,0
16380,34,2,118584,9,13,4,3,1,4,1,0,0,40,0,0
16383,45,2,197418,15,10,0,0,1,4,1,0,0,48,0,0
16384,21,2,253190,11,9,4,7,3,4,0,0,0,40,0,0
16385,25,2,192273,9,13,2,9,0,4,0,0,0,40,0,0
16386,38,2,129573,11,9,2,2,0,4,0,0,0,41,0,0
16387,17,2,173807,1,7,4,2,3,4,1,0,0,15,0,0
16388,35,2,217893,11,9,0,11,1,4,1,0,0,30,0,0
16389,38,2,102938,9,13,2,2,0,4,0,0,0,40,0,0
16390,48,1,407495,7,12,2,10,0,4,0,0,0,56,0,1
16391,25,2,50053,11,9,4,7,1,2,0,0,0,40,28,0
16392,57,2,233382,12,14,4,3,1,4,0,0,0,40,1,0
16393,32,2,270968,9,13,0,3,1,4,1,0,0,50,0,1
16394,39,1,272166,9,13,5,9,1,2,0,0,0,30,0,0
16395,23,2,199915,9,13,4,0,3,4,1,0,0,35,0,0
16396,21,2,305781,11,9,4,5,4,4,0,0,0,45,0,0
16397,47,2,107682,11,9,0,0,4,4,1,0,0,48,0,0
16398,25,2,188507,5,4,4,6,2,4,1,0,0,40,21,0
16400,41,0,197069,15,10,3,0,1,2,0,4650,0,40,0,0
16401,19,2,177839,11,9,4,7,3,4,1,0,0,15,0,0
16402,24,2,77665,11,9,4,2,1,4,0,0,0,42,0,0
16403,57,2,127728,9,13,2,3,0,4,0,15024,0,50,0,1
16405,32,2,106742,11,9,2,13,0,4,0,0,0,40,0,0
16406,28,4,192838,8,11,2,2,0,4,0,0,0,45,0,0
16407,40,2,79531,9,13,2,3,0,4,0,0,0,75,0,1
16408,21,5,337766,15,10,4,9,3,4,0,0,0,20,0,0
16409,45,4,33234,9,13,2,11,0,4,0,0,0,40,0,1
16411,55,2,176904,0,6,2,13,0,4,0,0,0,50,0,0
16412,42,2,172148,15,10,2,0,0,2,0,0,0,40,0,0
16413,49,2,199058,11,9,2,0,0,4,0,0,0,38,0,0
16414,38,2,48093,11,9,2,5,0,4,0,0,0,40,0,0
16415,50,2,143664,9,13,4,3,1,4,0,0,0,40,0,0
16416,47,2,168337,11,9,2,6,0,4,0,0,0,48,0,1
16418,39,2,230329,9,13,2,11,0,4,0,0,0,40,8,1
16419,42,2,376072,11,9,2,13,0,4,0,0,0,30,0,0
16420,32,2,430175,11,9,0,2,2,2,1,0,0,50,0,0
16421,44,0,240628,7,12,0,3,1,4,1,2354,0,40,0,0
16422,50,3,158294,14,15,2,9,0,4,0,99999,0,80,0,1
16423,55,2,28735,11,9,0,0,4,0,1,0,0,45,0,0
16424,37,2,167482,11,9,4,6,3,4,0,0,0,40,0,0
16425,59,2,113203,11,9,0,0,1,4,1,0,0,40,0,0
16426,56,2,103948,1,7,2,13,0,4,0,0,0,40,0,0
16427,33,4,310525,2,8,4,2,1,2,0,0,0,32,0,0
16428,35,2,105138,9,13,2,12,0,4,0,0,0,40,0,1
16429,44,2,153489,11,9,4,7,4,4,0,0,0,40,0,0
16430,57,5,254949,11,9,2,3,0,4,0,0,0,40,0,1
16431,31,2,118149,15,10,4,3,1,2,1,0,0,40,0,0
16432,18,2,267965,1,7,4,11,1,4,1,0,0,15,0,0
16433,43,2,50646,11,9,2,2,0,4,0,0,0,70,0,0
16434,33,2,147700,11,9,2,2,0,3,0,0,0,40,0,0
16435,18,2,446771,15,10,4,0,3,4,0,0,0,25,0,0
16436,47,2,168262,9,13,4,0,3,4,0,0,0,40,0,0
16437,53,2,117058,11,9,0,7,4,4,1,0,0,40,0,0
16438,59,4,140957,8,11,4,3,1,4,0,0,0,35,0,1
16440,49,2,268234,0,6,2,3,0,4,0,0,0,40,0,0
16441,26,2,485117,7,12,4,2,1,4,0,0,0,40,0,0
16442,25,2,31350,11,9,4,5,1,4,0,0,0,60,7,0
16443,36,5,210830,12,14,4,9,3,4,1,0,0,30,0,0
16444,29,2,196420,11,9,4,3,1,4,1,0,0,45,0,0
16445,52,2,172165,0,6,0,7,2,4,1,0,0,25,0,0
16446,50,4,186565,9,13,2,11,0,4,0,0,0,50,0,0
16447,22,2,119359,9,13,4,3,3,1,1,0,0,40,0,0
16448,44,4,109684,12,14,0,3,4,4,1,0,0,40,0,0
16449,32,2,169589,8,11,2,5,0,4,0,0,0,40,0,1
16450,49,2,125421,11,9,0,0,4,4,1,0,0,38,0,0
16451,31,2,500002,3,2,2,4,0,4,0,0,0,45,4,0
16452,33,2,224141,11,9,2,7,0,4,0,0,0,40,0,0
16453,50,2,113290,11,9,2,11,5,4,1,0,0,15,0,0
16455,26,2,58098,15,10,4,0,1,4,1,0,1974,40,0,0
16457,55,2,198145,9,13,2,9,0,4,0,7298,0,40,0,1
16458,49,0,35406,11,9,6,3,1,4,1,0,0,20,0,0
16459,22,2,199419,11,9,2,11,5,4,1,0,0,40,0,0
16460,43,2,145441,9,13,2,3,0,4,0,0,0,38,0,1
16461,58,2,238438,15,10,2,9,0,4,0,0,0,42,0,0
16462,48,5,212954,12,14,2,9,0,4,0,15024,0,40,0,1
16463,21,2,56582,1,7,4,7,3,4,0,0,0,50,0,0
16464,67,1,176931,5,4,6,7,1,4,1,0,0,20,0,0
16465,39,4,188571,1,7,2,13,0,4,0,0,0,40,0,0
16466,52,0,312500,8,11,0,4,1,4,1,0,0,40,0,0
16467,25,2,278404,9,13,4,9,1,4,0,0,0,40,0,0
16468,27,4,114225,15,10,4,3,1,4,0,0,0,60,0,1
16469,18,2,184016,1,7,4,11,3,4,1,0,0,20,0,0
16470,41,1,183009,11,9,2,13,0,2,0,0,0,40,0,1
16471,59,2,205759,10,16,4,9,1,4,0,0,0,50,0,0
16472,23,2,462294,7,12,4,7,3,2,0,0,0,44,0,0
16473,42,2,102085,11,9,0,7,3,4,1,0,0,15,0,0
16474,54,4,83311,14,15,2,9,0,4,0,0,0,30,0,1
16475,39,2,248694,11,9,4,2,1,4,0,0,0,60,0,0
16476,57,1,190747,6,5,2,7,0,4,0,0,0,40,0,0
16477,51,2,162988,0,6,0,7,4,4,1,0,0,25,0,0
16478,31,4,156890,5,4,2,2,0,4,0,0,0,40,0,0
16479,24,2,310380,15,10,3,0,3,2,1,0,0,45,0,0
16480,35,2,172186,15,10,4,2,3,4,0,0,0,40,0,0
16481,26,2,311497,9,13,4,3,1,4,1,0,0,40,0,0
16482,42,3,443508,10,16,2,9,0,4,0,0,0,45,0,1
16483,31,2,152156,11,9,2,2,0,4,0,0,0,45,0,0
16484,46,2,155890,9,13,2,13,0,4,0,0,0,40,0,1
16485,38,5,312528,9,13,2,3,0,4,0,0,0,37,0,0
16486,51,2,282744,9,13,2,4,0,4,0,0,0,40,8,0
16487,27,2,205145,11,9,2,6,0,4,0,0,0,40,0,0
16489,22,2,401451,15,10,2,13,0,4,0,0,0,48,0,1
16491,25,2,189027,9,13,4,5,3,4,0,0,0,40,0,0
16492,58,4,35551,9,13,2,3,0,4,0,0,0,70,0,1
16493,23,2,42706,15,10,4,9,1,4,0,0,0,45,0,0
16494,63,2,106910,4,3,6,7,2,1,1,0,0,19,11,0
16495,23,2,53245,6,5,5,7,1,4,0,0,0,40,0,0
16496,51,2,221672,12,14,2,11,0,4,0,15024,0,50,0,1
16497,75,2,71898,13,1,4,8,1,1,1,0,0,48,11,0
16498,52,2,222107,15,10,0,11,4,4,1,0,0,50,0,0
16499,69,2,277588,11,9,2,11,0,4,0,0,0,10,0,0
16501,40,0,391744,11,9,4,0,4,2,1,0,0,40,0,0
16502,34,2,418020,10,16,2,9,0,4,0,0,0,50,0,1
16503,21,5,39236,15,10,4,9,1,4,1,0,0,8,0,0
16504,30,2,86808,9,13,4,9,2,4,1,0,0,40,0,0
16505,46,2,147640,4,3,2,13,0,0,0,0,1902,40,0,0
16506,21,2,184756,15,10,4,0,3,4,1,0,0,16,0,0
16507,44,2,191256,11,9,2,6,0,4,0,0,0,40,0,0
16508,51,5,105943,11,9,2,0,5,4,1,3908,0,40,0,0
16509,40,2,101272,11,9,0,0,1,4,1,0,0,32,0,0
16510,33,5,175023,11,9,2,10,0,4,0,0,0,37,0,0
16511,22,4,357612,11,9,2,2,0,4,0,0,0,60,0,0
16512,23,2,82777,11,9,2,3,0,4,0,0,0,30,0,0
16513,75,4,218521,15,10,3,2,1,4,0,0,0,30,0,0
16514,55,2,179534,1,7,6,5,4,4,1,0,0,40,0,0
16516,45,2,148549,15,10,0,2,1,4,0,27828,0,56,0,1
16517,31,2,198069,11,9,4,7,3,4,0,0,0,24,0,0
16518,49,2,236586,11,9,2,0,0,4,0,0,0,40,0,1
16519,26,1,167261,9,13,4,9,1,4,1,0,0,40,0,0
16520,61,2,160942,12,14,2,11,0,4,0,3103,0,50,0,0
16521,44,2,107584,12,14,2,0,0,4,0,3908,0,50,0,0
16522,28,1,251854,15,10,4,0,4,2,1,0,0,40,0,0
16524,51,2,302579,11,9,0,7,2,2,1,0,0,30,0,0
16525,44,3,64632,10,16,2,9,0,4,0,0,0,60,0,0
16526,24,2,83141,9,13,4,3,1,4,0,0,0,40,0,0
16527,46,3,326048,15,10,2,3,0,4,0,0,0,40,0,1
16528,36,2,83471,11,9,6,7,4,1,1,0,0,20,0,0
16529,23,2,170070,2,8,4,7,1,4,1,0,0,38,0,0
16530,25,2,207875,5,4,2,5,0,4,0,0,0,40,4,0
16531,48,2,119722,15,10,2,11,0,2,0,0,0,8,0,0
16532,18,2,335665,1,7,4,7,2,2,1,0,0,24,0,0
16533,25,2,212522,11,9,4,2,2,4,0,0,0,40,0,0
16534,19,2,42069,11,9,4,13,3,4,0,2176,0,45,0,0
16536,33,2,236396,11,9,4,0,3,4,0,0,0,35,0,0
16537,42,2,159911,11,9,0,7,4,4,1,0,0,40,0,0
16538,22,2,133833,15,10,4,0,3,4,1,0,0,40,0,0
16539,36,2,226947,9,13,2,9,0,4,0,0,0,40,0,1
16540,33,2,174201,11,9,4,5,3,4,0,0,0,40,0,0
16541,34,4,49707,11,9,2,3,0,4,0,0,0,70,0,0
16542,33,2,201988,12,14,2,9,0,4,0,0,0,45,0,0
16543,62,4,162347,14,15,2,9,0,4,0,0,0,15,0,1
16544,30,2,182833,15,10,4,3,3,2,1,0,0,40,0,0
16545,22,2,383603,15,10,4,0,3,4,1,0,0,40,0,0
16546,34,2,70466,8,11,0,2,1,4,0,0,0,40,0,0
16547,43,2,184846,11,9,6,6,4,4,1,0,0,60,0,0
16548,25,2,176756,9,13,4,2,3,4,0,0,0,40,0,0
16549,35,2,112512,11,9,6,7,3,4,1,0,0,40,0,0
16550,28,2,137296,7,12,4,7,1,2,1,0,0,40,0,0
16551,28,2,37821,15,10,0,11,4,4,1,0,0,45,0,0
16552,25,2,295108,11,9,4,5,4,2,1,0,0,25,0,0
16553,40,2,408717,11,9,2,2,0,4,0,0,0,40,0,1
16554,35,2,255635,6,5,2,2,0,3,0,0,0,40,4,0
16555,48,4,177783,5,4,4,4,1,4,0,0,0,50,0,0
16556,63,4,179400,11,9,2,2,0,4,0,2290,0,20,0,0
16557,31,2,240283,9,13,2,0,5,4,1,0,0,40,0,1
16558,36,2,410034,7,12,2,2,0,4,0,0,0,45,0,0
16559,39,2,180667,15,10,2,6,0,4,0,0,0,40,0,0
16560,24,2,196332,11,9,4,7,3,2,1,0,0,40,0,0
16561,32,1,159187,9,13,4,9,1,4,0,0,0,35,0,0
16562,46,2,225065,13,1,2,6,5,4,1,0,0,40,4,0
16563,19,2,178147,11,9,4,11,3,4,0,0,0,35,0,0
16564,30,2,272669,15,10,4,12,1,1,0,0,0,40,0,0
16565,35,2,347491,8,11,4,2,1,4,0,0,0,40,0,0
16567,33,2,75167,11,9,2,13,0,4,0,0,0,55,0,0
16568,25,2,133373,11,9,5,2,1,4,0,0,0,40,0,0
16569,64,1,84737,11,9,2,7,0,1,0,0,0,35,0,1
16570,18,2,96483,11,9,4,7,3,1,1,0,0,20,0,0
16571,59,2,368005,1,7,2,2,0,4,0,0,0,40,0,0
16572,45,5,36032,11,9,0,10,4,2,1,0,0,40,0,0
16573,30,2,174215,10,16,4,9,1,4,1,0,0,15,0,0
16574,24,2,228772,4,3,4,6,2,4,1,0,0,40,4,0
16575,22,2,242912,11,9,4,7,4,4,1,0,0,35,0,0
16576,49,3,86701,15,10,2,2,0,1,0,0,0,56,0,1
16577,35,2,166549,2,8,2,6,0,4,0,0,0,40,0,0
16578,48,1,121622,12,14,4,9,4,4,1,0,1380,40,0,0
16579,18,2,201613,2,8,4,11,3,4,1,0,0,20,0,0
16580,35,2,29874,15,10,2,5,0,4,0,0,0,40,0,0
16581,27,2,168138,11,9,4,3,3,4,0,0,0,40,0,0
16582,28,2,162404,9,13,4,2,1,2,0,0,0,60,0,0
16584,26,2,139116,15,10,4,7,3,2,1,0,0,50,0,0
16585,44,2,192381,9,13,2,9,0,4,0,0,1848,40,0,1
16586,39,2,370585,11,9,5,6,1,2,0,0,0,40,0,0
16587,40,5,151038,9,13,0,2,1,4,0,0,0,40,0,0
16588,70,4,36311,9,13,2,9,0,4,0,20051,0,35,0,1
16589,34,2,271933,12,14,4,3,4,4,1,0,0,50,0,0
16590,34,2,182401,7,12,0,0,1,2,0,0,0,40,0,0
16591,66,2,234743,15,10,2,3,0,4,0,0,0,50,0,0
16592,40,2,182140,11,9,5,13,4,2,0,0,0,40,0,0
16593,61,4,215591,11,9,2,3,0,4,0,0,1887,40,0,1
16594,59,4,96459,5,4,2,2,0,4,0,0,0,40,0,0
16596,47,2,188081,11,9,2,6,0,4,0,0,0,40,0,1
16597,33,5,121245,9,13,2,9,0,4,0,0,0,60,0,1
16598,18,2,127273,1,7,4,7,2,4,0,0,0,20,0,0
16599,25,2,114345,6,5,4,2,4,4,0,914,0,40,0,0
16600,22,2,341227,15,10,4,0,1,4,0,0,0,20,0,0
16601,40,1,166893,9,13,2,10,0,2,0,0,0,40,0,1
16603,30,2,145231,7,12,0,0,3,4,1,0,1762,40,0,0
16604,73,4,102510,5,4,2,4,0,4,0,6418,0,99,0,1
16605,45,4,285335,5,4,2,2,0,4,0,0,0,10,0,0
16606,23,2,177087,1,7,4,0,4,2,0,0,0,35,0,0
16607,40,2,240504,9,13,2,11,0,4,0,0,0,45,0,1
16608,39,2,218490,9,13,2,3,0,4,0,0,1977,40,0,1
16609,23,2,384651,15,10,2,5,0,4,0,0,0,40,0,0
16610,51,2,189551,11,9,0,2,3,2,0,0,0,40,0,0
16611,53,2,194791,11,9,2,4,0,4,0,0,0,45,0,0
16612,24,2,194630,9,13,4,12,1,4,0,0,0,35,0,0
16613,53,2,177647,9,13,0,3,4,4,0,0,0,40,0,0
16614,49,4,51620,10,16,2,9,0,4,0,0,0,60,0,0
16615,34,2,251421,11,9,2,2,0,4,0,0,0,40,0,0
16616,37,4,180477,11,9,2,2,0,4,0,0,0,47,0,0
16617,40,5,391736,8,11,2,2,0,4,0,0,0,40,0,0
16618,23,5,170091,15,10,4,9,3,4,1,0,0,6,0,0
16619,36,2,175360,12,14,4,0,1,4,0,13550,0,50,0,1
16620,35,2,276153,9,13,4,12,1,1,1,4650,0,40,0,0
16621,53,0,105788,9,13,0,3,4,2,1,0,0,50,0,1
16622,42,1,248476,15,10,0,13,1,4,0,0,0,65,0,1
16623,32,2,168443,12,14,2,3,5,4,1,0,0,40,0,0
16624,33,2,120201,11,9,0,0,3,3,1,0,0,65,0,0
16625,59,2,114678,11,9,4,2,1,2,0,0,0,60,0,0
16626,36,2,167440,15,10,2,6,0,4,0,0,0,44,0,0
16627,37,4,265266,14,15,2,9,0,4,0,0,0,40,1,1
16628,31,2,212235,15,10,4,11,1,4,0,0,0,45,0,0
16629,46,2,44671,9,13,2,10,0,4,0,0,0,40,0,0
16630,44,5,87282,9,13,4,9,1,1,1,0,0,38,0,0
16631,27,2,112754,9,13,2,3,0,4,0,0,1485,60,0,1
16632,29,4,322238,11,9,4,4,1,4,0,0,0,40,0,0
16633,39,2,65382,15,10,2,3,0,4,0,0,0,40,0,0
16634,62,4,115176,11,9,2,4,0,4,0,0,0,65,0,0
16636,42,2,409902,11,9,4,3,4,2,1,0,0,25,0,0
16637,60,1,204062,12,14,2,9,0,4,0,0,0,48,0,1
16638,35,2,283305,9,13,4,3,1,4,1,0,0,40,0,0
16639,39,2,435638,15,10,4,6,1,4,0,0,0,40,0,0
16640,34,3,114733,7,12,2,0,5,4,1,0,0,36,0,0
16641,22,2,162343,15,10,4,0,2,2,0,0,0,22,0,0
16643,44,2,79531,8,11,2,2,0,4,0,0,0,40,0,1
16644,44,5,395078,11,9,0,0,1,4,1,0,0,40,0,0
16645,49,1,159641,9,13,0,3,4,4,1,0,625,40,0,0
16646,21,2,159567,11,9,4,6,1,4,0,0,0,50,0,0
16648,52,2,196894,1,7,5,5,4,4,0,0,0,40,0,0
16649,39,1,132879,9,13,2,9,0,4,0,0,1887,40,0,1
16650,23,2,190290,9,13,4,9,3,4,0,0,0,40,0,0
16651,54,2,102828,11,9,2,2,0,4,0,0,0,49,0,0
16652,31,2,128493,11,9,0,7,1,4,1,0,0,25,0,0
16653,30,5,290677,12,14,4,0,1,2,1,0,0,20,0,0
16654,21,2,283757,15,10,4,11,3,4,0,0,0,40,0,0
16655,38,1,169104,9,13,2,10,0,1,0,0,0,40,11,1
16656,51,2,171409,15,10,2,13,0,4,0,0,0,40,0,1
16657,34,4,319165,10,16,2,9,0,4,0,0,0,50,0,1
16658,22,2,203182,9,13,4,3,4,4,1,0,0,30,0,0
16660,26,2,215384,9,13,4,3,1,4,0,0,1974,55,0,0
16661,26,2,166666,15,10,4,7,1,4,1,0,0,35,0,0
16662,41,2,156566,15,10,2,2,0,4,0,0,0,40,0,1
16663,35,2,140564,9,13,2,11,0,4,0,0,0,40,0,1
16664,27,1,322208,15,10,4,13,3,4,0,0,0,40,0,0
16665,65,2,420277,15,10,2,10,0,4,0,0,0,40,0,0
16666,31,2,123430,1,7,2,4,0,4,0,0,0,65,4,0
16667,45,3,151584,14,15,2,9,0,4,0,0,0,35,0,1
16668,37,4,348960,7,12,2,13,0,4,0,0,0,50,0,1
16669,47,2,168232,11,9,2,13,0,4,0,0,1887,45,0,1
16670,47,3,201699,7,12,2,3,0,4,0,0,0,50,0,1
16671,33,2,511517,11,9,2,9,0,4,0,0,0,40,0,0
16672,40,2,118001,0,6,2,2,0,2,0,0,0,40,0,0
16673,38,2,193961,15,10,2,2,0,1,0,0,0,40,11,1
16674,21,2,32732,15,10,4,11,1,4,0,0,0,40,0,0
16675,40,2,223548,11,9,2,0,0,4,0,0,0,40,4,0
16676,33,2,389932,11,9,0,13,1,2,0,0,0,55,0,0
16677,29,2,102345,15,10,4,12,1,4,0,0,0,52,0,0
16678,41,2,107584,15,10,5,13,1,4,0,0,0,35,0,0
16680,20,5,39478,15,10,4,3,3,4,0,0,0,54,0,0
16681,34,4,276221,0,6,2,4,0,4,0,0,0,40,0,0
16682,78,3,385242,9,13,2,3,0,4,0,9386,0,45,0,1
16683,46,2,235646,11,9,2,2,0,4,0,0,0,40,0,1
16684,40,2,123306,8,11,2,9,0,4,0,0,0,40,0,1
16685,59,2,38573,15,10,2,3,0,4,0,0,0,40,0,1
16686,23,2,216889,11,9,4,5,1,4,0,0,0,40,0,0
16687,23,2,386705,15,10,4,0,3,4,0,0,0,24,0,0
16688,47,4,249585,15,10,2,2,0,4,0,0,0,30,0,0
16689,31,1,47276,9,13,2,7,0,4,0,0,0,38,0,1
16690,42,4,162758,15,10,2,5,0,4,0,0,0,56,0,1
16691,46,1,146497,11,9,0,9,1,4,1,0,0,40,0,0
16692,29,2,190765,11,9,0,6,1,4,0,0,0,44,0,0
16693,21,2,186314,11,9,2,0,0,4,0,0,0,40,0,0
16694,55,2,213615,11,9,2,2,0,4,0,0,0,40,0,1
16695,38,2,162322,8,11,4,12,3,4,1,0,0,40,0,0
16696,44,5,115932,12,14,2,3,0,4,0,0,0,40,0,0
16697,61,4,392694,15,10,0,3,1,4,0,0,0,50,0,1
16698,38,5,143517,9,13,4,3,3,4,0,0,0,40,0,0
16699,50,3,123429,9,13,2,9,0,4,0,0,0,45,25,1
16700,53,2,254285,12,14,2,9,0,4,0,0,0,40,0,1
16701,37,2,238311,11,9,2,6,0,2,0,0,0,36,0,1
16702,49,2,281647,12,14,2,3,0,4,0,0,0,45,0,1
16703,30,2,75167,15,10,2,6,0,4,0,0,0,40,0,1
16704,19,2,252862,8,11,4,9,3,4,1,0,0,40,0,0
16705,59,4,199240,11,9,0,9,1,4,0,0,0,20,7,0
16706,43,2,145762,9,13,2,3,0,4,0,0,0,40,0,0
16707,29,1,142443,9,13,2,9,0,4,0,0,0,60,0,0
16708,49,2,99361,14,15,2,9,0,4,0,0,0,45,0,0
16709,36,2,105138,11,9,0,13,1,4,0,0,0,50,0,0
16710,26,2,183171,1,7,4,7,3,2,0,1055,0,32,0,0
16711,18,2,151866,15,10,4,11,1,4,1,0,0,20,0,0
16712,60,2,297261,15,10,6,11,1,4,1,0,0,15,0,0
16713,43,2,148998,11,9,0,0,4,4,1,0,0,40,0,0
16714,42,2,143046,11,9,4,7,3,4,1,0,0,40,0,0
16715,41,2,183850,11,9,0,11,1,4,0,0,0,50,0,0
16716,55,4,248841,12,14,2,9,0,4,0,0,1977,40,0,1
16717,31,2,198452,9,13,4,0,3,4,1,0,0,40,0,0
16718,20,2,161092,15,10,4,5,3,4,0,0,0,40,0,0
16719,37,2,112497,12,14,2,3,0,4,0,0,0,40,0,1
16720,51,4,155963,15,10,2,2,0,4,0,0,0,55,0,0
16721,28,2,147560,15,10,2,11,0,4,0,0,1902,55,0,1
16722,24,2,376393,8,11,4,11,1,4,1,0,0,40,0,0
16723,21,5,151790,15,10,4,0,3,4,1,0,0,30,0,0
16724,21,2,438139,11,9,4,11,1,4,0,0,0,50,0,0
16726,35,2,214896,11,9,0,0,1,4,1,0,0,45,0,0
16727,30,2,102821,15,10,2,2,1,4,0,0,0,40,4,0
16728,44,4,90021,11,9,2,2,0,4,0,0,0,30,0,0
16729,45,2,77085,9,13,2,2,0,1,0,0,0,40,28,1
16730,42,2,158555,0,6,2,3,0,4,0,0,0,40,0,0
16732,32,2,462255,9,13,0,3,1,4,1,0,0,40,0,0
16733,33,2,144949,11,9,4,5,1,4,0,0,0,40,0,0
16734,27,2,116207,6,5,2,2,0,4,0,0,0,32,0,0
16735,17,2,187308,0,6,4,7,3,4,1,0,0,15,0,0
16736,45,1,189890,11,9,4,0,4,4,1,0,0,40,0,0
16737,41,2,185267,9,13,2,9,0,4,0,0,0,40,0,0
16738,19,2,63434,15,10,4,6,1,4,1,0,0,35,0,0
16739,45,2,1366120,8,11,0,7,1,4,1,0,0,8,0,0
16740,41,3,495061,10,16,2,9,0,4,0,99999,0,70,0,1
16741,34,1,134886,11,9,2,7,5,4,1,0,1740,35,0,0
16742,33,2,129707,9,13,4,0,1,4,0,0,0,60,0,1
16744,51,2,74784,9,13,0,11,1,4,1,0,0,60,0,0
16745,33,2,44392,11,9,0,5,3,4,0,0,0,20,0,0
16746,23,2,406641,15,10,4,5,2,4,1,0,0,18,0,0
16747,52,2,89041,9,13,3,9,1,4,0,0,0,30,0,1
16749,25,2,180212,11,9,4,0,4,2,1,0,0,40,0,0
16751,64,4,178472,6,5,5,13,1,4,0,0,0,45,0,0
16752,42,2,384236,12,14,2,9,0,4,0,7688,0,40,0,1
16753,29,2,168470,11,9,4,13,3,4,0,0,0,40,0,0
16754,26,1,80485,9,13,4,9,1,4,1,0,0,38,0,0
16756,24,2,216867,0,6,4,7,2,4,0,0,0,30,4,0
16757,43,0,214541,15,10,2,3,0,4,0,0,0,40,0,1
16758,38,2,383239,0,6,2,2,0,4,0,3103,0,40,0,1
16759,28,2,70034,9,13,2,11,0,4,0,0,0,45,0,1
16761,44,2,128485,8,11,2,2,0,2,0,0,0,40,0,0
16763,55,2,106740,11,9,2,3,0,4,0,0,0,40,0,1
16764,52,2,167527,1,7,6,7,4,2,1,0,0,40,0,0
16765,31,2,19302,9,13,2,9,0,4,0,0,0,40,0,1
16766,35,2,210150,11,9,0,0,4,4,1,0,0,40,0,0
16767,39,2,179824,11,9,4,6,4,2,1,0,0,36,0,0
